AGE,YEAR,rate
1,2125,3.795e-06
1,2126,3.654e-06
1,2127,3.519e-06
1,2128,3.388e-06
1,2129,3.263e-06
1,2130,3.142e-06
1,2131,3.025e-06
1,2132,2.913e-06
1,2133,2.805e-06
1,2134,2.701e-06
1,2135,2.601e-06
1,2136,2.505e-06
1,2137,2.412e-06
1,2138,2.323e-06
1,2139,2.236e-06
1,2140,2.154e-06
1,2141,2.074e-06
1,2142,1.997e-06
2,2018,0.000135203
2,2019,0.000129922
2,2020,0.000124847
2,2021,0.000119971
2,2022,0.000115284
2,2023,0.00011078
2,2024,0.000106452
2,2025,0.000102293
2,2026,9.8295e-05
2,2027,9.4454e-05
2,2028,9.0763e-05
2,2029,8.7216e-05
2,2030,8.3807e-05
2,2031,8.0531e-05
2,2032,7.7383e-05
2,2033,7.4358e-05
2,2034,7.1451e-05
2,2035,6.8657e-05
2,2036,6.5973e-05
2,2037,6.3393e-05
2,2038,6.0915e-05
2,2039,5.8533e-05
2,2040,5.6244e-05
2,2041,5.4044e-05
2,2042,5.193e-05
2,2043,4.9899e-05
2,2044,4.7948e-05
2,2045,4.6072e-05
2,2046,4.427e-05
2,2047,4.2538e-05
2,2048,4.0874e-05
2,2049,3.9275e-05
2,2050,3.7739e-05
2,2051,3.6262e-05
2,2052,3.4843e-05
2,2053,3.348e-05
2,2054,3.217e-05
2,2055,3.0911e-05
2,2056,2.9702e-05
2,2057,2.8539e-05
2,2058,2.7423e-05
2,2059,2.635e-05
2,2060,2.5318e-05
2,2061,2.4328e-05
2,2062,2.3375e-05
2,2063,2.2461e-05
2,2064,2.1581e-05
2,2065,2.0737e-05
2,2066,1.9925e-05
2,2067,1.9145e-05
2,2068,1.8396e-05
2,2069,1.7676e-05
2,2070,1.6984e-05
2,2071,1.6319e-05
2,2072,1.568e-05
2,2073,1.5066e-05
2,2074,1.4477e-05
2,2075,1.391e-05
2,2076,1.3365e-05
2,2077,1.2842e-05
2,2078,1.2339e-05
2,2079,1.1856e-05
2,2080,1.1392e-05
2,2081,1.0946e-05
2,2082,1.0517e-05
2,2083,1.0106e-05
2,2084,9.71e-06
2,2085,9.33e-06
2,2086,8.964e-06
2,2087,8.613e-06
2,2088,8.276e-06
2,2089,7.952e-06
2,2090,7.641e-06
2,2091,7.342e-06
2,2092,7.054e-06
2,2093,6.778e-06
2,2094,6.512e-06
2,2095,6.257e-06
2,2096,6.012e-06
2,2097,5.777e-06
2,2098,5.551e-06
2,2099,5.333e-06
2,2100,5.124e-06
2,2101,4.924e-06
2,2102,4.731e-06
2,2103,4.546e-06
2,2104,4.368e-06
2,2105,4.197e-06
2,2106,4.032e-06
2,2107,3.874e-06
2,2108,3.723e-06
2,2109,3.577e-06
2,2110,3.437e-06
2,2111,3.302e-06
2,2112,3.173e-06
2,2113,3.048e-06
2,2114,2.929e-06
2,2115,2.814e-06
2,2116,2.704e-06
2,2117,2.598e-06
2,2118,2.496e-06
2,2119,2.399e-06
2,2120,2.305e-06
2,2121,2.214e-06
2,2122,2.128e-06
2,2123,2.044e-06
2,2124,1.964e-06
2,2125,1.887e-06
2,2126,1.813e-06
2,2127,1.742e-06
2,2128,1.674e-06
2,2129,1.609e-06
2,2130,1.546e-06
2,2131,1.485e-06
2,2132,1.427e-06
2,2133,1.371e-06
2,2134,1.317e-06
2,2135,1.266e-06
2,2136,1.216e-06
2,2137,1.168e-06
2,2138,1.123e-06
2,2139,1.079e-06
2,2140,1.036e-06
2,2141,9.96e-07
2,2142,9.57e-07
3,2018,9.3465e-05
3,2019,8.959e-05
3,2020,8.5876e-05
3,2021,8.2314e-05
3,2022,7.89e-05
3,2023,7.5627e-05
3,2024,7.2488e-05
3,2025,6.948e-05
3,2026,6.6596e-05
3,2027,6.3831e-05
3,2028,6.1181e-05
3,2029,5.864e-05
3,2030,5.6204e-05
3,2031,5.387e-05
3,2032,5.1631e-05
3,2033,4.9486e-05
3,2034,4.7429e-05
3,2035,4.5458e-05
3,2036,4.3568e-05
3,2037,4.1757e-05
3,2038,4.002e-05
3,2039,3.8356e-05
3,2040,3.6761e-05
3,2041,3.5232e-05
3,2042,3.3766e-05
3,2043,3.2361e-05
3,2044,3.1015e-05
3,2045,2.9724e-05
3,2046,2.8487e-05
3,2047,2.7301e-05
3,2048,2.6165e-05
3,2049,2.5075e-05
3,2050,2.4031e-05
3,2051,2.3031e-05
3,2052,2.2072e-05
3,2053,2.1153e-05
3,2054,2.0272e-05
3,2055,1.9427e-05
3,2056,1.8618e-05
3,2057,1.7842e-05
3,2058,1.7099e-05
3,2059,1.6386e-05
3,2060,1.5704e-05
3,2061,1.5049e-05
3,2062,1.4422e-05
3,2063,1.3821e-05
3,2064,1.3245e-05
3,2065,1.2693e-05
3,2066,1.2164e-05
3,2067,1.1657e-05
3,2068,1.1171e-05
3,2069,1.0705e-05
3,2070,1.0259e-05
3,2071,9.831e-06
3,2072,9.421e-06
3,2073,9.028e-06
3,2074,8.652e-06
3,2075,8.291e-06
3,2076,7.945e-06
3,2077,7.614e-06
3,2078,7.296e-06
3,2079,6.992e-06
3,2080,6.7e-06
3,2081,6.42e-06
3,2082,6.153e-06
3,2083,5.896e-06
3,2084,5.65e-06
3,2085,5.414e-06
3,2086,5.188e-06
3,2087,4.972e-06
3,2088,4.764e-06
3,2089,4.565e-06
3,2090,4.375e-06
3,2091,4.192e-06
3,2092,4.017e-06
3,2093,3.85e-06
3,2094,3.689e-06
3,2095,3.535e-06
3,2096,3.388e-06
3,2097,3.246e-06
3,2098,3.111e-06
3,2099,2.981e-06
3,2100,2.856e-06
3,2101,2.737e-06
3,2102,2.623e-06
3,2103,2.513e-06
3,2104,2.408e-06
3,2105,2.308e-06
3,2106,2.212e-06
3,2107,2.119e-06
3,2108,2.031e-06
3,2109,1.946e-06
3,2110,1.865e-06
3,2111,1.787e-06
3,2112,1.712e-06
3,2113,1.641e-06
3,2114,1.572e-06
3,2115,1.507e-06
3,2116,1.444e-06
3,2117,1.383e-06
3,2118,1.326e-06
3,2119,1.27e-06
3,2120,1.217e-06
3,2121,1.166e-06
3,2122,1.118e-06
3,2123,1.071e-06
3,2124,1.026e-06
3,2125,9.83e-07
3,2126,9.42e-07
3,2127,9.03e-07
3,2128,8.65e-07
3,2129,8.29e-07
3,2130,7.94e-07
3,2131,7.61e-07
3,2132,7.29e-07
3,2133,6.99e-07
3,2134,6.7e-07
3,2135,6.42e-07
3,2136,6.15e-07
3,2137,5.89e-07
3,2138,5.65e-07
3,2139,5.41e-07
3,2140,5.19e-07
3,2141,4.97e-07
3,2142,4.76e-07
4,2018,7.0193e-05
4,2019,6.7157e-05
4,2020,6.4251e-05
4,2021,6.1471e-05
4,2022,5.881e-05
4,2023,5.6264e-05
4,2024,5.3828e-05
4,2025,5.1497e-05
4,2026,4.9266e-05
4,2027,4.7132e-05
4,2028,4.509e-05
4,2029,4.3136e-05
4,2030,4.1266e-05
4,2031,3.9477e-05
4,2032,3.7766e-05
4,2033,3.6128e-05
4,2034,3.4561e-05
4,2035,3.3062e-05
4,2036,3.1628e-05
4,2037,3.0256e-05
4,2038,2.8943e-05
4,2039,2.7687e-05
4,2040,2.6485e-05
4,2041,2.5336e-05
4,2042,2.4236e-05
4,2043,2.3183e-05
4,2044,2.2177e-05
4,2045,2.1214e-05
4,2046,2.0292e-05
4,2047,1.9411e-05
4,2048,1.8568e-05
4,2049,1.7761e-05
4,2050,1.6989e-05
4,2051,1.6251e-05
4,2052,1.5545e-05
4,2053,1.4869e-05
4,2054,1.4223e-05
4,2055,1.3605e-05
4,2056,1.3013e-05
4,2057,1.2448e-05
4,2058,1.1906e-05
4,2059,1.1389e-05
4,2060,1.0893e-05
4,2061,1.042e-05
4,2062,9.967e-06
4,2063,9.533e-06
4,2064,9.118e-06
4,2065,8.722e-06
4,2066,8.342e-06
4,2067,7.979e-06
4,2068,7.632e-06
4,2069,7.3e-06
4,2070,6.982e-06
4,2071,6.679e-06
4,2072,6.388e-06
4,2073,6.11e-06
4,2074,5.844e-06
4,2075,5.59e-06
4,2076,5.346e-06
4,2077,5.114e-06
4,2078,4.891e-06
4,2079,4.678e-06
4,2080,4.474e-06
4,2081,4.28e-06
4,2082,4.093e-06
4,2083,3.915e-06
4,2084,3.745e-06
4,2085,3.582e-06
4,2086,3.426e-06
4,2087,3.276e-06
4,2088,3.134e-06
4,2089,2.997e-06
4,2090,2.867e-06
4,2091,2.742e-06
4,2092,2.622e-06
4,2093,2.508e-06
4,2094,2.399e-06
4,2095,2.294e-06
4,2096,2.195e-06
4,2097,2.099e-06
4,2098,2.008e-06
4,2099,1.92e-06
4,2100,1.836e-06
4,2101,1.756e-06
4,2102,1.68e-06
4,2103,1.607e-06
4,2104,1.537e-06
4,2105,1.47e-06
4,2106,1.406e-06
4,2107,1.344e-06
4,2108,1.286e-06
4,2109,1.23e-06
4,2110,1.176e-06
4,2111,1.125e-06
4,2112,1.076e-06
4,2113,1.029e-06
4,2114,9.84e-07
4,2115,9.41e-07
4,2116,9e-07
4,2117,8.61e-07
4,2118,8.24e-07
4,2119,7.88e-07
4,2120,7.53e-07
4,2121,7.2e-07
4,2122,6.89e-07
4,2123,6.59e-07
4,2124,6.3e-07
4,2125,6.03e-07
4,2126,5.77e-07
4,2127,5.51e-07
4,2128,5.27e-07
4,2129,5.04e-07
4,2130,4.82e-07
4,2131,4.61e-07
4,2132,4.41e-07
4,2133,4.22e-07
4,2134,4.04e-07
4,2135,3.86e-07
4,2136,3.69e-07
4,2137,3.53e-07
4,2138,3.38e-07
4,2139,3.23e-07
4,2140,3.09e-07
4,2141,2.95e-07
4,2142,2.83e-07
5,2018,6.5039e-05
5,2019,6.2138e-05
5,2020,5.9367e-05
5,2021,5.6719e-05
5,2022,5.4189e-05
5,2023,5.1773e-05
5,2024,4.9463e-05
5,2025,4.7257e-05
5,2026,4.515e-05
5,2027,4.3136e-05
5,2028,4.1212e-05
5,2029,3.9374e-05
5,2030,3.7618e-05
5,2031,3.594e-05
5,2032,3.4337e-05
5,2033,3.2805e-05
5,2034,3.1342e-05
5,2035,2.9944e-05
5,2036,2.8609e-05
5,2037,2.7333e-05
5,2038,2.6114e-05
5,2039,2.4949e-05
5,2040,2.3836e-05
5,2041,2.2773e-05
5,2042,2.1757e-05
5,2043,2.0787e-05
5,2044,1.986e-05
5,2045,1.8974e-05
5,2046,1.8127e-05
5,2047,1.7319e-05
5,2048,1.6546e-05
5,2049,1.5808e-05
5,2050,1.5103e-05
5,2051,1.443e-05
5,2052,1.3786e-05
5,2053,1.3171e-05
5,2054,1.2584e-05
5,2055,1.2022e-05
5,2056,1.1486e-05
5,2057,1.0974e-05
5,2058,1.0484e-05
5,2059,1.0017e-05
5,2060,9.57e-06
5,2061,9.143e-06
5,2062,8.735e-06
5,2063,8.345e-06
5,2064,7.973e-06
5,2065,7.618e-06
5,2066,7.278e-06
5,2067,6.953e-06
5,2068,6.643e-06
5,2069,6.347e-06
5,2070,6.064e-06
5,2071,5.793e-06
5,2072,5.535e-06
5,2073,5.288e-06
5,2074,5.052e-06
5,2075,4.827e-06
5,2076,4.611e-06
5,2077,4.406e-06
5,2078,4.209e-06
5,2079,4.021e-06
5,2080,3.842e-06
5,2081,3.671e-06
5,2082,3.507e-06
5,2083,3.35e-06
5,2084,3.201e-06
5,2085,3.058e-06
5,2086,2.922e-06
5,2087,2.791e-06
5,2088,2.667e-06
5,2089,2.548e-06
5,2090,2.434e-06
5,2091,2.326e-06
5,2092,2.222e-06
5,2093,2.123e-06
5,2094,2.028e-06
5,2095,1.938e-06
5,2096,1.851e-06
5,2097,1.769e-06
5,2098,1.69e-06
5,2099,1.614e-06
5,2100,1.542e-06
5,2101,1.474e-06
5,2102,1.408e-06
5,2103,1.345e-06
5,2104,1.285e-06
5,2105,1.228e-06
5,2106,1.173e-06
5,2107,1.121e-06
5,2108,1.071e-06
5,2109,1.023e-06
5,2110,9.77e-07
5,2111,9.34e-07
5,2112,8.92e-07
5,2113,8.52e-07
5,2114,8.14e-07
5,2115,7.78e-07
5,2116,7.43e-07
5,2117,7.1e-07
5,2118,6.78e-07
5,2119,6.48e-07
5,2120,6.19e-07
5,2121,5.92e-07
5,2122,5.65e-07
5,2123,5.4e-07
5,2124,5.16e-07
5,2125,4.93e-07
5,2126,4.71e-07
5,2127,4.5e-07
5,2128,4.3e-07
5,2129,4.11e-07
5,2130,3.92e-07
5,2131,3.75e-07
5,2132,3.58e-07
5,2133,3.42e-07
5,2134,3.27e-07
5,2135,3.12e-07
5,2136,2.98e-07
5,2137,2.85e-07
5,2138,2.72e-07
5,2139,2.6e-07
5,2140,2.49e-07
5,2141,2.38e-07
5,2142,2.27e-07
6,2018,5.6271e-05
6,2019,5.3768e-05
6,2020,5.1376e-05
6,2021,4.909e-05
6,2022,4.6905e-05
6,2023,4.4817e-05
6,2024,4.2822e-05
6,2025,4.0915e-05
6,2026,3.9093e-05
6,2027,3.7352e-05
6,2028,3.5688e-05
6,2029,3.4099e-05
6,2030,3.2579e-05
6,2031,3.1128e-05
6,2032,2.974e-05
6,2033,2.8415e-05
6,2034,2.7148e-05
6,2035,2.5938e-05
6,2036,2.4782e-05
6,2037,2.3677e-05
6,2038,2.2621e-05
6,2039,2.1612e-05
6,2040,2.0648e-05
6,2041,1.9727e-05
6,2042,1.8847e-05
6,2043,1.8006e-05
6,2044,1.7203e-05
6,2045,1.6435e-05
6,2046,1.5701e-05
6,2047,1.5001e-05
6,2048,1.4331e-05
6,2049,1.3691e-05
6,2050,1.308e-05
6,2051,1.2496e-05
6,2052,1.1938e-05
6,2053,1.1405e-05
6,2054,1.0896e-05
6,2055,1.0409e-05
6,2056,9.945e-06
6,2057,9.5e-06
6,2058,9.076e-06
6,2059,8.671e-06
6,2060,8.283e-06
6,2061,7.913e-06
6,2062,7.56e-06
6,2063,7.222e-06
6,2064,6.899e-06
6,2065,6.591e-06
6,2066,6.297e-06
6,2067,6.015e-06
6,2068,5.746e-06
6,2069,5.49e-06
6,2070,5.244e-06
6,2071,5.01e-06
6,2072,4.786e-06
6,2073,4.572e-06
6,2074,4.368e-06
6,2075,4.172e-06
6,2076,3.986e-06
6,2077,3.808e-06
6,2078,3.637e-06
6,2079,3.475e-06
6,2080,3.319e-06
6,2081,3.171e-06
6,2082,3.029e-06
6,2083,2.894e-06
6,2084,2.764e-06
6,2085,2.641e-06
6,2086,2.523e-06
6,2087,2.41e-06
6,2088,2.302e-06
6,2089,2.199e-06
6,2090,2.101e-06
6,2091,2.007e-06
6,2092,1.917e-06
6,2093,1.831e-06
6,2094,1.749e-06
6,2095,1.671e-06
6,2096,1.596e-06
6,2097,1.525e-06
6,2098,1.457e-06
6,2099,1.392e-06
6,2100,1.329e-06
6,2101,1.27e-06
6,2102,1.213e-06
6,2103,1.159e-06
6,2104,1.107e-06
6,2105,1.057e-06
6,2106,1.01e-06
6,2107,9.65e-07
6,2108,9.22e-07
6,2109,8.8e-07
6,2110,8.41e-07
6,2111,8.03e-07
6,2112,7.67e-07
6,2113,7.33e-07
6,2114,7e-07
6,2115,6.69e-07
6,2116,6.39e-07
6,2117,6.1e-07
6,2118,5.83e-07
6,2119,5.57e-07
6,2120,5.32e-07
6,2121,5.08e-07
6,2122,4.86e-07
6,2123,4.64e-07
6,2124,4.43e-07
6,2125,4.23e-07
6,2126,4.04e-07
6,2127,3.86e-07
6,2128,3.69e-07
6,2129,3.52e-07
6,2130,3.37e-07
6,2131,3.22e-07
6,2132,3.07e-07
6,2133,2.93e-07
6,2134,2.8e-07
6,2135,2.68e-07
6,2136,2.56e-07
6,2137,2.44e-07
6,2138,2.33e-07
6,2139,2.23e-07
6,2140,2.13e-07
6,2141,2.03e-07
6,2142,1.94e-07
7,2018,5.359e-05
7,2019,5.1189e-05
7,2020,4.8896e-05
7,2021,4.6705e-05
7,2022,4.4612e-05
7,2023,4.2612e-05
7,2024,4.0702e-05
7,2025,3.8878e-05
7,2026,3.7135e-05
7,2027,3.547e-05
7,2028,3.388e-05
7,2029,3.2361e-05
7,2030,3.091e-05
7,2031,2.9524e-05
7,2032,2.82e-05
7,2033,2.6935e-05
7,2034,2.5727e-05
7,2035,2.4573e-05
7,2036,2.3471e-05
7,2037,2.2418e-05
7,2038,2.1412e-05
7,2039,2.0452e-05
7,2040,1.9534e-05
7,2041,1.8658e-05
7,2042,1.7821e-05
7,2043,1.7021e-05
7,2044,1.6257e-05
7,2045,1.5528e-05
7,2046,1.4831e-05
7,2047,1.4165e-05
7,2048,1.3529e-05
7,2049,1.2922e-05
7,2050,1.2342e-05
7,2051,1.1788e-05
7,2052,1.1259e-05
7,2053,1.0754e-05
7,2054,1.0271e-05
7,2055,9.81e-06
7,2056,9.369e-06
7,2057,8.949e-06
7,2058,8.547e-06
7,2059,8.163e-06
7,2060,7.797e-06
7,2061,7.447e-06
7,2062,7.112e-06
7,2063,6.793e-06
7,2064,6.488e-06
7,2065,6.197e-06
7,2066,5.918e-06
7,2067,5.652e-06
7,2068,5.399e-06
7,2069,5.156e-06
7,2070,4.925e-06
7,2071,4.703e-06
7,2072,4.492e-06
7,2073,4.29e-06
7,2074,4.098e-06
7,2075,3.914e-06
7,2076,3.738e-06
7,2077,3.57e-06
7,2078,3.41e-06
7,2079,3.256e-06
7,2080,3.11e-06
7,2081,2.97e-06
7,2082,2.837e-06
7,2083,2.71e-06
7,2084,2.588e-06
7,2085,2.472e-06
7,2086,2.361e-06
7,2087,2.254e-06
7,2088,2.153e-06
7,2089,2.056e-06
7,2090,1.964e-06
7,2091,1.876e-06
7,2092,1.792e-06
7,2093,1.711e-06
7,2094,1.634e-06
7,2095,1.561e-06
7,2096,1.491e-06
7,2097,1.424e-06
7,2098,1.36e-06
7,2099,1.299e-06
7,2100,1.24e-06
7,2101,1.184e-06
7,2102,1.131e-06
7,2103,1.08e-06
7,2104,1.032e-06
7,2105,9.86e-07
7,2106,9.41e-07
7,2107,8.99e-07
7,2108,8.59e-07
7,2109,8.2e-07
7,2110,7.83e-07
7,2111,7.48e-07
7,2112,7.14e-07
7,2113,6.82e-07
7,2114,6.52e-07
7,2115,6.22e-07
7,2116,5.94e-07
7,2117,5.68e-07
7,2118,5.42e-07
7,2119,5.18e-07
7,2120,4.94e-07
7,2121,4.72e-07
7,2122,4.51e-07
7,2123,4.31e-07
7,2124,4.11e-07
7,2125,3.93e-07
7,2126,3.75e-07
7,2127,3.58e-07
7,2128,3.42e-07
7,2129,3.27e-07
7,2130,3.12e-07
7,2131,2.98e-07
7,2132,2.85e-07
7,2133,2.72e-07
7,2134,2.6e-07
7,2135,2.48e-07
7,2136,2.37e-07
7,2137,2.26e-07
7,2138,2.16e-07
7,2139,2.06e-07
7,2140,1.97e-07
7,2141,1.88e-07
7,2142,1.8e-07
8,2018,5.5461e-05
8,2019,5.3156e-05
8,2020,5.0947e-05
8,2021,4.8829e-05
8,2022,4.6798e-05
8,2023,4.4852e-05
8,2024,4.2986e-05
8,2025,4.1197e-05
8,2026,3.9483e-05
8,2027,3.784e-05
8,2028,3.6264e-05
8,2029,3.4754e-05
8,2030,3.3307e-05
8,2031,3.192e-05
8,2032,3.059e-05
8,2033,2.9315e-05
8,2034,2.8094e-05
8,2035,2.6923e-05
8,2036,2.5801e-05
8,2037,2.4725e-05
8,2038,2.3694e-05
8,2039,2.2706e-05
8,2040,2.1759e-05
8,2041,2.0851e-05
8,2042,1.9982e-05
8,2043,1.9148e-05
8,2044,1.8349e-05
8,2045,1.7583e-05
8,2046,1.6849e-05
8,2047,1.6146e-05
8,2048,1.5472e-05
8,2049,1.4826e-05
8,2050,1.4207e-05
8,2051,1.3614e-05
8,2052,1.3045e-05
8,2053,1.25e-05
8,2054,1.1978e-05
8,2055,1.1478e-05
8,2056,1.0998e-05
8,2057,1.0539e-05
8,2058,1.0099e-05
8,2059,9.677e-06
8,2060,9.272e-06
8,2061,8.885e-06
8,2062,8.513e-06
8,2063,8.157e-06
8,2064,7.816e-06
8,2065,7.49e-06
8,2066,7.177e-06
8,2067,6.876e-06
8,2068,6.589e-06
8,2069,6.313e-06
8,2070,6.049e-06
8,2071,5.796e-06
8,2072,5.554e-06
8,2073,5.322e-06
8,2074,5.099e-06
8,2075,4.886e-06
8,2076,4.681e-06
8,2077,4.486e-06
8,2078,4.298e-06
8,2079,4.118e-06
8,2080,3.946e-06
8,2081,3.781e-06
8,2082,3.622e-06
8,2083,3.471e-06
8,2084,3.326e-06
8,2085,3.186e-06
8,2086,3.053e-06
8,2087,2.925e-06
8,2088,2.803e-06
8,2089,2.685e-06
8,2090,2.573e-06
8,2091,2.465e-06
8,2092,2.362e-06
8,2093,2.263e-06
8,2094,2.169e-06
8,2095,2.078e-06
8,2096,1.991e-06
8,2097,1.907e-06
8,2098,1.828e-06
8,2099,1.751e-06
8,2100,1.678e-06
8,2101,1.607e-06
8,2102,1.54e-06
8,2103,1.476e-06
8,2104,1.414e-06
8,2105,1.355e-06
8,2106,1.298e-06
8,2107,1.244e-06
8,2108,1.191e-06
8,2109,1.142e-06
8,2110,1.094e-06
8,2111,1.048e-06
8,2112,1.004e-06
8,2113,9.62e-07
8,2114,9.22e-07
8,2115,8.83e-07
8,2116,8.46e-07
8,2117,8.11e-07
8,2118,7.77e-07
8,2119,7.44e-07
8,2120,7.13e-07
8,2121,6.83e-07
8,2122,6.54e-07
8,2123,6.27e-07
8,2124,6.01e-07
8,2125,5.76e-07
8,2126,5.52e-07
8,2127,5.28e-07
8,2128,5.06e-07
8,2129,4.85e-07
8,2130,4.65e-07
8,2131,4.45e-07
8,2132,4.27e-07
8,2133,4.09e-07
8,2134,3.92e-07
8,2135,3.75e-07
8,2136,3.59e-07
8,2137,3.44e-07
8,2138,3.3e-07
8,2139,3.16e-07
8,2140,3.03e-07
8,2141,2.9e-07
8,2142,2.78e-07
9,2018,5.1036e-05
9,2019,4.8986e-05
9,2020,4.7018e-05
9,2021,4.5129e-05
9,2022,4.3315e-05
9,2023,4.1574e-05
9,2024,3.9902e-05
9,2025,3.8297e-05
9,2026,3.6757e-05
9,2027,3.5277e-05
9,2028,3.3857e-05
9,2029,3.2494e-05
9,2030,3.1186e-05
9,2031,2.993e-05
9,2032,2.8724e-05
